signal_strength,packet_loss,latency,frequency_variation,encryption,attack_type
75.68459634112735,17.071681904125736,198.80992647482455,3.5196771469943866,1,DoS
90.55288067600914,7.041468556169004,73.84976266273904,2.30595991034056,1,Normal
50.964649141143425,11.696926803119913,201.55641645161893,3.399276720942559,1,Jamming
72.38448302558268,11.761136193132051,126.8775926062153,0.3176670864575559,0,Normal
50.62439200182659,3.411141827273334,88.54391520415338,3.8552211189301486,1,Jamming
45.38802232100044,2.5354948208233385,137.26365724621726,2.093187237791936,1,Spoofing
95.83623317840757,13.000970932824185,66.16667746691977,2.376178528351212,0,Normal
75.96443345743195,9.376575908498328,257.85597410797715,1.3433408652349943,1,Normal
77.80678842223034,16.833636450168324,121.13375967210467,0.915363526021859,1,DoS
95.80040696083479,14.555746395244547,254.21076036414547,0.40312483727998893,0,MITM
66.4031781543793,15.038962382944188,83.76759067645179,2.9885782611205727,1,DoS
68.21682830222207,13.285777231835459,281.53124311468025,0.36326970632227507,0,MITM
78.79127324551905,17.62476056083768,70.91699930780335,1.2023481793912754,1,DoS
45.69097769145093,8.412841974880534,113.65526039223701,3.6539904224316655,0,Jamming
73.3876665141147,16.00983938318994,41.1309082216175,0.5474085069310403,0,DoS
46.603876499273696,14.917320654342085,63.047669475833246,1.353529843397675,1,Spoofing
94.82159824057959,7.2650923536275585,129.8981327446129,2.477298524244174,0,Normal
43.61725453120847,4.188870175241684,104.04046175047071,0.9684490083917086,0,Spoofing
99.8408961412645,10.155494551067601,72.59984724973087,0.758229333743935,1,Normal
89.46535106062484,16.269870065586968,25.934707159738462,0.21508523687658154,0,DoS
62.97736938936415,11.594919083189401,203.7710957159842,4.670025594733996,0,Jamming
73.41458297289887,0.5618914758927107,214.5782017317223,4.614221504121529,1,Jamming
53.07960535030131,12.450205662450447,286.70637533742945,4.893294075003894,1,Jamming
77.7932542851845,16.609909561753582,154.5379838395197,4.146545740666076,0,DoS
96.18431208782434,10.459556628319895,28.072903219849124,3.387506288414317,1,Jamming
67.91731136010289,1.2827605520725127,235.94854610827753,3.654943921617984,1,Jamming
68.2023141543836,13.451918473782932,277.4429944178033,3.687657505623129,1,Jamming
40.73311683360217,1.2061470920524764,239.84812126663178,0.2915707952899904,0,MITM
77.61970255389257,17.1987068437759,80.84083274816165,3.264204794612117,1,DoS
71.81305556524502,17.381795547159157,261.9021437163822,4.900724753309252,1,DoS
94.43382762412216,15.675554143243488,81.6766356709875,1.517935561446595,0,DoS
56.95464675544709,4.047645566588633,208.21252341106933,2.6854071563301343,0,MITM
82.8440751195084,3.2263976841604203,27.122919576722502,3.071532939417417,0,Jamming
87.6287638787623,9.850009430200268,257.3701136341355,0.26455992420297003,1,Normal
77.65061819860387,14.208505307304035,264.0909399479741,3.3608478806666153,0,Jamming
90.78464595516479,0.3302583160308381,206.403376533292,1.3761723210010763,0,MITM
73.34856331768562,7.7153284920123415,244.59348693515855,3.5577277123407853,0,Jamming
55.65963881442576,9.373576182681486,263.35409318831523,3.976582537690419,0,Jamming
78.08730517194695,2.0132785328953506,192.54259572194,4.604367923350405,1,Jamming
43.07708891213015,17.16275152714491,249.45664843852387,0.589974596920616,1,DoS
46.80793588139671,2.09745132187247,180.06911880803935,3.54929512169471,0,Jamming
57.666347577082206,10.633251323353829,51.710725601872774,0.7524030266984583,1,Normal
92.51697429749896,7.691272623741887,258.1232089413663,1.5863937716166547,0,MITM
90.85901167641501,4.731684489908807,71.36743267223147,3.83689292510517,0,Jamming
93.00940521504404,8.909448422992952,114.09873045618691,0.4829396616428494,0,Normal
83.80100655912803,9.711583653500197,265.1510631463359,4.754592003548589,0,Jamming
78.45888461892976,6.195466231635047,119.19238883503111,3.4596759451071124,0,Jamming
82.66361867452117,12.981631406791934,202.05630241390338,1.5834419989123605,1,Normal
83.22336632946343,1.6674360326122795,155.72244615168785,3.2993203190913727,1,Jamming
70.50018442306957,13.514251683045494,179.18185323165656,1.2615697696463806,0,Normal
71.28664450582056,9.432935699661734,45.02301662654386,4.444056257603751,1,Jamming
46.15780227623639,11.257874648105613,222.8554640358586,4.002660659497153,0,Jamming
93.60441674520581,18.848723948696946,87.58176614850711,3.8388544272427017,1,DoS
92.79951372275244,13.68976930650418,65.78991149645849,3.7830817975749103,0,Jamming
85.17283358876549,10.736573110308962,80.36162233750268,1.3591283837338182,1,Normal
68.642470149824,2.890886184638355,31.458935475616425,4.924463114291768,0,Jamming
95.30126289144872,17.162756058867522,292.33627355069234,0.20755736784087708,1,DoS
84.35124354038393,15.860376663987836,29.60810659764374,0.46817973588810124,0,DoS
41.02241946803327,14.950443276245196,246.68586648646675,2.4100485755427576,0,MITM
97.37069296351723,0.13629408374641327,299.0946117153227,3.98551745451631,0,Jamming
88.54049844510797,19.812351864728022,296.19677968516106,2.6569112078053214,1,DoS
80.65163347022752,3.3724798352208984,38.36432992751211,0.26963693606697814,0,Normal
50.377335006080955,11.949949908935327,198.9832195271607,0.8160279188435265,0,Normal
81.38262332059531,19.91411155065918,175.91021150495223,0.2413963124788393,1,DoS
47.30689393851953,14.334379182606495,266.96515420790854,2.634009533037843,1,Spoofing
63.10722354617794,3.502910204685703,205.6917623632376,2.535681618755251,0,MITM
41.018107689874064,16.73208407957609,177.50440903605363,3.2097718615043687,0,DoS
82.12634142701779,0.6576404887549825,284.63499001068914,3.0028563969492956,0,Jamming
56.97038417037638,11.425896739729984,84.86579334225685,2.489262548110649,1,Normal
41.23405050127511,17.95755913223055,210.86817154486394,1.2692035135929798,1,DoS
50.13564732405145,4.947094334479793,161.91280993082384,2.211654431833347,1,Normal
63.70002563392508,2.3747845390176336,184.48471672092947,0.20427806300093054,1,Normal
46.95605375925941,12.048545821907675,21.349395409017852,1.7561711951440717,1,Spoofing
95.71869837010291,19.37015717030979,171.4466865598565,3.250060187530015,1,DoS
58.7937396325741,10.300853788868684,297.120556815804,0.6593317498777468,1,Normal
45.23426621569156,0.9289653617173932,192.2260253741568,2.6685608353306227,1,Spoofing
71.23294936486856,13.891822005291923,53.74260565795719,1.3578044098264852,0,Normal
49.70746969075771,17.95545251690292,194.80036978964878,4.222073012640809,0,DoS
83.43329801906893,8.381500465505363,182.0608256493745,4.526627139843455,1,Jamming
92.22484794057114,11.943635519111535,99.48638418935721,0.6544290815462989,1,Normal
54.160428306727454,13.22077437861568,114.99160001035372,0.9255935618972982,1,Normal
46.337349307282125,3.2746259420459634,168.23956785209873,4.990880721582981,1,Jamming
73.06331654960101,16.647545117723006,112.89121967023894,3.5842747656420832,0,DoS
95.39860670788435,2.895525526842151,29.43406952636782,4.5767871604483155,0,Jamming
57.729114643523125,12.811048817202881,235.3277646455516,2.680647541260263,0,MITM
47.923379772300464,2.9100617619350877,164.07059928280503,0.23895025638329848,1,Spoofing
47.775445527578825,11.291887180435321,213.78522249236872,2.046824678344341,1,Spoofing
97.8841547722972,15.239263800735618,198.184772213613,1.456779161978522,0,DoS
94.34929168818226,15.451487426790598,165.58589814451932,0.1807792075298864,0,DoS
53.2034889710736,13.904550505933797,279.1999457610699,0.705697022941385,1,Normal
72.65576130594442,17.189882403105553,243.77530401953678,2.3692758220228565,0,DoS
68.8131413434132,5.813990888949466,280.891714625736,4.399436645671814,1,Jamming
60.3444960380201,15.965719659029272,283.8376063608236,4.761878697159437,0,DoS
86.54621269843022,4.962281469585747,77.14919826410393,0.21053581862976123,0,Normal
92.17302702288819,6.1529538977792235,168.25576282454986,2.8782143083999436,0,Normal
48.73123923625478,15.050825037539708,210.6181219693541,1.1918856935030175,1,DoS
57.076354653095564,6.809694398042112,216.68045122126733,2.165556457813367,0,MITM
98.5569587240787,5.294595128005415,32.45030213339519,2.6540711878091243,0,Normal
50.430706691482136,17.538352325336646,227.35558866967185,0.09744414516744904,0,DoS
50.20802878252731,17.141961974066323,198.06128022470673,1.7465154220796142,0,DoS
75.5158282132644,19.614900784576417,164.56234667594555,0.014049629543446684,1,DoS
61.87687990415602,14.142323104693627,134.16308507209143,4.04779817214148,1,Jamming
72.05833191279206,18.013312486112486,298.8881914835313,4.586399469301042,1,DoS
81.90746637850413,11.082382821938701,294.85951408375945,4.962835042757508,1,Jamming
48.47009458680141,8.227860361650329,75.23395115260563,3.2849802490924485,0,Jamming
51.50621077872137,13.15828708193251,155.64051142904452,0.49132561879202785,1,Normal
52.50489851912856,18.122890189813447,179.39393252240905,1.3838979478984548,0,DoS
77.58187623938757,12.554934006570805,158.39114999510105,2.630661516271186,1,Normal
62.99602838850896,3.737585338413485,152.39041457826403,3.8275360255784614,0,Jamming
97.96327864688867,2.5352481321837805,233.92430679837753,1.8903537737790836,0,MITM
49.07829558086689,14.876258101439435,81.6330116299525,0.876811427518781,0,Spoofing
53.027955507214884,1.495651525154913,206.79431607439287,0.11778230606458384,1,Normal
67.19558390903347,1.1966272301636804,95.81540609698104,2.5696359291594635,0,Normal
48.959818415406495,4.2618591167590765,107.33270354143247,1.9514886901659918,0,Spoofing
77.75735061338487,16.368854918394376,10.925731420480048,2.586237384108505,0,DoS
86.74151412009545,18.135502686942743,83.71942503535338,1.3003752479064405,0,DoS
95.43751695013387,15.11177998520389,225.8337317814419,1.0768744695090953,1,DoS
59.53169250266603,5.306059753717194,153.74785990174806,4.584352051174452,1,Jamming
80.11121764771772,8.451241686846627,173.81334723976937,4.831751122031417,1,Jamming
52.26910117355838,14.240402368086313,136.00217266527963,2.6369812935863726,1,Normal
69.3938266311556,16.841218181435657,73.05498044369234,1.0058174390584456,0,DoS
59.77645689225035,2.309476701013309,79.41756554175693,3.3834075169045996,1,Jamming
66.52188855643374,1.1713864219328851,148.17161445057127,4.988221297787229,1,Jamming
71.44896176831716,1.5755096015806935,127.91413613054343,0.3922095397014824,1,Normal
75.38987872598084,10.263605396790608,254.4879703326402,1.6324605290136223,1,Normal
46.579796661658634,6.76093180169242,203.6655111935775,2.0899395991339453,0,MITM
98.4050398478226,6.076602878176494,267.5876057668949,1.052335603209944,0,MITM
60.13860539696552,7.02510904077283,245.18550110613245,1.0569272841985067,1,Normal
64.02581641761311,14.297570443014925,189.29421295097075,4.537330630349604,0,Jamming
80.5592228202573,6.076742206127155,206.89298818609038,2.496343961655034,0,MITM
67.90669513964545,15.124868590661741,200.6232719226575,0.7834987553617523,0,DoS
78.58574518010263,4.478881513478344,288.91643422496355,0.4930381203250067,0,MITM
56.299171804720515,16.342320171106294,93.03358016015659,1.1803870921296182,0,DoS
75.65939414042305,0.272859174504656,190.6133376388552,4.395858663391909,1,Jamming
66.3468606434987,4.0463324864287475,136.01076189923396,3.7074858747213906,1,Jamming
94.2247560938891,12.987008454919005,224.39499872330762,4.698385168731009,0,Jamming
47.817719233893726,0.3954336166035288,170.19945903950062,2.816144962097317,1,Spoofing
97.4833844465299,0.9158132968655197,239.97415292939604,4.3109045448093255,0,Jamming
57.372746762282816,8.398500832466231,263.0823387467537,3.1413021003616617,0,Jamming
61.58481212329828,3.3763921653758744,279.6240512598438,3.5323682602243016,1,Jamming
75.70207081029102,17.303440935705133,219.74300822633674,4.617561131299368,0,DoS
58.14414994240033,4.90774629081735,159.25292469640013,1.5957111058357976,1,Normal
79.12009899323745,11.296929946159453,82.70647520698907,4.870737760857498,0,Jamming
90.14697761929409,18.05760431943117,190.804091552223,2.8548277721821624,0,DoS
51.00483299414212,7.505381912812457,173.7085123338035,1.8934226914303172,1,Normal
